box_id,x,y,w,h,experiment_name,parent_image_id,parent_image_file_name,submitter,location,placement_date,removal_date,pixels_per_inch,parent_image_notes,identified_by,specimen_class,order,family,genus,species
35167,4931,3521,198,220,Agrovoltaic  round 1 2022,273,6_2_3_27-30.6.22.jpg,"Shapir, Ronen",Merom Golan,27/06/2022,30/06/2022,2400,null,,,,,,
35169,5485,6409,84,137,Agrovoltaic  round 1 2022,273,6_2_3_27-30.6.22.jpg,"Shapir, Ronen",Merom Golan,27/06/2022,30/06/2022,2400,null,,,,,,
35170,4685,5382,241,176,Agrovoltaic  round 1 2022,273,6_2_3_27-30.6.22.jpg,"Shapir, Ronen",Merom Golan,27/06/2022,30/06/2022,2400,null,,,,,,
35171,7772,7578,240,194,Agrovoltaic  round 1 2022,273,6_2_3_27-30.6.22.jpg,"Shapir, Ronen",Merom Golan,27/06/2022,30/06/2022,2400,null,,,,,,
35172,2715,7543,470,578,Agrovoltaic  round 1 2022,273,6_2_3_27-30.6.22.jpg,"Shapir, Ronen",Merom Golan,27/06/2022,30/06/2022,2400,null,,,,,,
35173,309,8737,206,302,Agrovoltaic  round 1 2022,273,6_2_3_27-30.6.22.jpg,"Shapir, Ronen",Merom Golan,27/06/2022,30/06/2022,2400,null,,,,,,
35175,571,8704,1084,1260,Agrovoltaic  round 1 2022,273,6_2_3_27-30.6.22.jpg,"Shapir, Ronen",Merom Golan,27/06/2022,30/06/2022,2400,null,,,,,,
35176,4277,11249,254,367,Agrovoltaic  round 1 2022,273,6_2_3_27-30.6.22.jpg,"Shapir, Ronen",Merom Golan,27/06/2022,30/06/2022,2400,null,,,,,,
35179,2285,10962,266,342,Agrovoltaic  round 1 2022,273,6_2_3_27-30.6.22.jpg,"Shapir, Ronen",Merom Golan,27/06/2022,30/06/2022,2400,null,,,,,,
35180,4297,12498,314,287,Agrovoltaic  round 1 2022,273,6_2_3_27-30.6.22.jpg,"Shapir, Ronen",Merom Golan,27/06/2022,30/06/2022,2400,null,,,,,,
35181,3173,13595,294,297,Agrovoltaic  round 1 2022,273,6_2_3_27-30.6.22.jpg,"Shapir, Ronen",Merom Golan,27/06/2022,30/06/2022,2400,null,,,,,,
35182,4573,12948,292,251,Agrovoltaic  round 1 2022,273,6_2_3_27-30.6.22.jpg,"Shapir, Ronen",Merom Golan,27/06/2022,30/06/2022,2400,null,,,,,,
35183,2180,11729,181,251,Agrovoltaic  round 1 2022,273,6_2_3_27-30.6.22.jpg,"Shapir, Ronen",Merom Golan,27/06/2022,30/06/2022,2400,null,,,,,,
35184,8968,12936,412,412,Agrovoltaic  round 1 2022,273,6_2_3_27-30.6.22.jpg,"Shapir, Ronen",Merom Golan,27/06/2022,30/06/2022,2400,null,,,,,,
35185,5863,11852,412,561,Agrovoltaic  round 1 2022,273,6_2_3_27-30.6.22.jpg,"Shapir, Ronen",Merom Golan,27/06/2022,30/06/2022,2400,null,,,,,,
35186,6039,11432,292,236,Agrovoltaic  round 1 2022,273,6_2_3_27-30.6.22.jpg,"Shapir, Ronen",Merom Golan,27/06/2022,30/06/2022,2400,null,,,,,,
35187,112,13404,90,132,Agrovoltaic  round 1 2022,273,6_2_3_27-30.6.22.jpg,"Shapir, Ronen",Merom Golan,27/06/2022,30/06/2022,2400,null,,,,,,
35188,480,14007,392,382,Agrovoltaic  round 1 2022,273,6_2_3_27-30.6.22.jpg,"Shapir, Ronen",Merom Golan,27/06/2022,30/06/2022,2400,null,,,,,,
35189,8211,15211,235,410,Agrovoltaic  round 1 2022,273,6_2_3_27-30.6.22.jpg,"Shapir, Ronen",Merom Golan,27/06/2022,30/06/2022,2400,null,,,,,,
35192,5447,15231,487,415,Agrovoltaic  round 1 2022,273,6_2_3_27-30.6.22.jpg,"Shapir, Ronen",Merom Golan,27/06/2022,30/06/2022,2400,null,,,,,,
35193,5699,15601,347,333,Agrovoltaic  round 1 2022,273,6_2_3_27-30.6.22.jpg,"Shapir, Ronen",Merom Golan,27/06/2022,30/06/2022,2400,null,,,,,,
35194,4822,15962,232,198,Agrovoltaic  round 1 2022,273,6_2_3_27-30.6.22.jpg,"Shapir, Ronen",Merom Golan,27/06/2022,30/06/2022,2400,null,,,,,,
35195,2295,15716,290,385,Agrovoltaic  round 1 2022,273,6_2_3_27-30.6.22.jpg,"Shapir, Ronen",Merom Golan,27/06/2022,30/06/2022,2400,null,,,,,,
35198,2145,16379,297,390,Agrovoltaic  round 1 2022,273,6_2_3_27-30.6.22.jpg,"Shapir, Ronen",Merom Golan,27/06/2022,30/06/2022,2400,null,,,,,,
35199,2209,16604,238,293,Agrovoltaic  round 1 2022,273,6_2_3_27-30.6.22.jpg,"Shapir, Ronen",Merom Golan,27/06/2022,30/06/2022,2400,null,,,,,,
35200,182,16754,470,457,Agrovoltaic  round 1 2022,273,6_2_3_27-30.6.22.jpg,"Shapir, Ronen",Merom Golan,27/06/2022,30/06/2022,2400,null,,,,,,
35201,0,17264,333,472,Agrovoltaic  round 1 2022,273,6_2_3_27-30.6.22.jpg,"Shapir, Ronen",Merom Golan,27/06/2022,30/06/2022,2400,null,,,,,,
35202,4264,16938,73,100,Agrovoltaic  round 1 2022,273,6_2_3_27-30.6.22.jpg,"Shapir, Ronen",Merom Golan,27/06/2022,30/06/2022,2400,null,,,,,,
35203,5844,17011,60,105,Agrovoltaic  round 1 2022,273,6_2_3_27-30.6.22.jpg,"Shapir, Ronen",Merom Golan,27/06/2022,30/06/2022,2400,null,,,,,,
35204,7422,16565,361,286,Agrovoltaic  round 1 2022,273,6_2_3_27-30.6.22.jpg,"Shapir, Ronen",Merom Golan,27/06/2022,30/06/2022,2400,null,,,,,,
35205,8840,16310,203,276,Agrovoltaic  round 1 2022,273,6_2_3_27-30.6.22.jpg,"Shapir, Ronen",Merom Golan,27/06/2022,30/06/2022,2400,null,,,,,,
35206,9068,16028,335,396,Agrovoltaic  round 1 2022,273,6_2_3_27-30.6.22.jpg,"Shapir, Ronen",Merom Golan,27/06/2022,30/06/2022,2400,null,,,,,,
35207,8485,17151,450,423,Agrovoltaic  round 1 2022,273,6_2_3_27-30.6.22.jpg,"Shapir, Ronen",Merom Golan,27/06/2022,30/06/2022,2400,null,,,,,,
35208,313,17745,366,507,Agrovoltaic  round 1 2022,273,6_2_3_27-30.6.22.jpg,"Shapir, Ronen",Merom Golan,27/06/2022,30/06/2022,2400,null,,,,,,
35209,6718,18845,97,57,Agrovoltaic  round 1 2022,273,6_2_3_27-30.6.22.jpg,"Shapir, Ronen",Merom Golan,27/06/2022,30/06/2022,2400,null,,,,,,
35210,5378,19622,70,108,Agrovoltaic  round 1 2022,273,6_2_3_27-30.6.22.jpg,"Shapir, Ronen",Merom Golan,27/06/2022,30/06/2022,2400,null,,,,,,
35211,9142,22232,117,144,Agrovoltaic  round 1 2022,273,6_2_3_27-30.6.22.jpg,"Shapir, Ronen",Merom Golan,27/06/2022,30/06/2022,2400,null,,,,,,
35212,2095,20946,211,261,Agrovoltaic  round 1 2022,273,6_2_3_27-30.6.22.jpg,"Shapir, Ronen",Merom Golan,27/06/2022,30/06/2022,2400,null,,,,,,
35213,7548,10441,213,288,Agrovoltaic  round 1 2022,273,6_2_3_27-30.6.22.jpg,"Shapir, Ronen",Merom Golan,27/06/2022,30/06/2022,2400,null,,,,,,
35214,6711,9672,276,387,Agrovoltaic  round 1 2022,273,6_2_3_27-30.6.22.jpg,"Shapir, Ronen",Merom Golan,27/06/2022,30/06/2022,2400,null,,,,,,
35215,7894,9688,249,268,Agrovoltaic  round 1 2022,273,6_2_3_27-30.6.22.jpg,"Shapir, Ronen",Merom Golan,27/06/2022,30/06/2022,2400,null,,,,,,
35216,1916,8087,72,112,Agrovoltaic  round 1 2022,273,6_2_3_27-30.6.22.jpg,"Shapir, Ronen",Merom Golan,27/06/2022,30/06/2022,2400,null,,,,,,
35217,904,7808,225,301,Agrovoltaic  round 1 2022,273,6_2_3_27-30.6.22.jpg,"Shapir, Ronen",Merom Golan,27/06/2022,30/06/2022,2400,null,,,,,,
35218,5832,8795,429,373,Agrovoltaic  round 1 2022,273,6_2_3_27-30.6.22.jpg,"Shapir, Ronen",Merom Golan,27/06/2022,30/06/2022,2400,null,,,,,,
35219,2896,4935,130,72,Agrovoltaic  round 1 2022,273,6_2_3_27-30.6.22.jpg,"Shapir, Ronen",Merom Golan,27/06/2022,30/06/2022,2400,null,,,,,,
35221,5204,5180,54,52,Agrovoltaic  round 1 2022,273,6_2_3_27-30.6.22.jpg,"Shapir, Ronen",Merom Golan,27/06/2022,30/06/2022,2400,null,,,,,,
35222,6552,5875,70,86,Agrovoltaic  round 1 2022,273,6_2_3_27-30.6.22.jpg,"Shapir, Ronen",Merom Golan,27/06/2022,30/06/2022,2400,null,,,,,,
35223,5603,3977,85,59,Agrovoltaic  round 1 2022,273,6_2_3_27-30.6.22.jpg,"Shapir, Ronen",Merom Golan,27/06/2022,30/06/2022,2400,null,,,,,,
35224,3240,3867,86,83,Agrovoltaic  round 1 2022,273,6_2_3_27-30.6.22.jpg,"Shapir, Ronen",Merom Golan,27/06/2022,30/06/2022,2400,null,,,,,,
35225,2075,4236,76,67,Agrovoltaic  round 1 2022,273,6_2_3_27-30.6.22.jpg,"Shapir, Ronen",Merom Golan,27/06/2022,30/06/2022,2400,null,,,,,,
35226,5113,2781,47,38,Agrovoltaic  round 1 2022,273,6_2_3_27-30.6.22.jpg,"Shapir, Ronen",Merom Golan,27/06/2022,30/06/2022,2400,null,,,,,,
35227,8553,2983,279,301,Agrovoltaic  round 1 2022,273,6_2_3_27-30.6.22.jpg,"Shapir, Ronen",Merom Golan,27/06/2022,30/06/2022,2400,null,,,,,,
35228,7228,2590,340,315,Agrovoltaic  round 1 2022,273,6_2_3_27-30.6.22.jpg,"Shapir, Ronen",Merom Golan,27/06/2022,30/06/2022,2400,null,,,,,,
26985,4517,19799,278,266,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
26990,6015,18048,216,244,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
26992,8362,16521,197,220,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
26993,5104,16344,166,108,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
26999,303,13213,165,154,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
27029,2768,6268,265,230,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
27039,6887,3651,143,183,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
36098,489,2598,278,237,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
36099,1023,3019,242,267,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
36100,1270,3390,226,309,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
36102,6916,3107,437,309,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
36103,9066,2850,283,267,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
36104,8819,3287,386,427,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
36105,8845,3914,525,514,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
36106,3872,4912,262,247,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
36107,2838,4953,303,190,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
36109,3769,2789,402,298,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
36111,4562,5348,81,61,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
36112,2746,7477,415,334,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
36113,2999,8294,205,233,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
36114,3626,8739,331,248,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
36115,106,10428,185,228,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
36116,3899,12125,326,223,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
36117,3037,12466,498,382,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
36118,4197,12474,253,207,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
36119,3254,13017,86,51,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
36120,2789,13065,258,185,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
36121,4673,13735,53,101,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
36122,774,12390,121,71,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
36124,2025,13816,200,314,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
36125,3790,15910,35,73,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
36128,1502,18706,207,195,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
36129,1540,20221,68,73,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
36131,1848,21048,147,104,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
36132,8782,22226,417,311,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
36133,6911,20757,389,387,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
36134,9176,20550,296,415,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
36135,5092,19164,400,286,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
36136,6154,18840,210,195,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
36137,8299,19738,463,546,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
36138,5429,17442,58,76,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
36139,9280,17498,157,139,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
36140,5009,14737,265,278,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
36141,6215,15005,271,210,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
36142,8592,14572,86,53,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
36144,8918,14620,531,508,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
36145,8708,13745,263,212,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
36146,8347,13713,238,195,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
36147,5998,11664,53,71,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
36148,8488,11677,364,374,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
36149,8772,11917,412,336,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
36150,7080,11960,81,56,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
36151,9320,10021,56,33,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
36152,9108,10666,182,260,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
36153,6936,9912,76,73,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
36154,8812,9594,174,169,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
36156,8650,8916,296,212,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
36157,8632,9212,458,425,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
36159,5975,8193,129,111,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
36160,5404,8178,271,238,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
36163,7072,7978,76,40,Agrovoltaic  round 1 2022,286,7_3_1_27-30.6.22.jpg,"Shapir, Ronen",Elrom (West),27/06/2022,30/06/2022,2400,null,,,,,,
